Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,,,,product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id
576,LISTERINE TOTAL CARE ZERO 1L,Listerine,6609,14.99,62600959768,2,1L,,2026-12-31,t,4,2,0,8.98,109,,,,,,,,,,,,,,,,,,,
574,BIOTENE MOUTH WASH 473ML,Biotene,13153,16.99,60815062013,7,473 ml,,2027-09-30,t,7,0,0,9.93,109,,,,,,,,,,,,,,,,,,,
586,XYLIMELTS TROCHES DRY MOUTH MINT 40,Oracoat,151485,20.99,855933000715,2,40 ct, ,2026-06-30,t,3,1,0,12.76,109,,,,,,,,,,,,,,,,,,,
575,BIOTENE MOISTURIZING MOUTH SPRAY 44ML,Biotene,44858,16.99,60815063461,4,44 ml,,2027-06-30,t,5,1,0,9.93,109,,,,,,,,,,,,,,,,,,,
573,CREST P-H GUM DETOXIFY T/P DEEP CLEAN 110ML,Crest,156568,10.99,56100083191,10,110 ml,,2028-03-31,t,14,4,0,6.46,109,,,,,,,,,,,,,,,,,,,
580,OPTI-RINSE ORAL RINSE 0.2% MINT 500ML,Opti-Rinse,163723,16.99,663635001233,4,500 ml,,2028-02-28,t,7,3,0,10.51,109,,,,,,,,,,,,,,,,,,,
577,LISTERINE ZERO 1L,Listerine,420,13.99,62600953957,4,1L,,2027-01-31,t,5,1,0,7.88,109,,,,,,,,,,,,,,,,,,,
697,TOOTHPASTE SENSODYNE WHITENING BRILLANT 100ML,Haleon,17605,8.99,60815030180,0,100mL,,,t,0,0,0,5.46,109,,,,,,,,,,,,,,,,,,,
698,DERMTEK PHARMA INC DILUSOL,Dermtek Pharma Inc,139907,16.99,256700005900,0,45mL,,,t,0,0,0,0,109,,,,,,,,,,,,,,,,,,,
717,BIOTENE ORAL BALANCE GEL 42G,Biotene,13160,16.99,60815062037,3,34mL,,2026-03-31,t,3,0,0,9.93,109,,,,,,,,,,,,,,,,,,,
730,BIO OIL SKINCARE OIL NATURAL 200ML,Bio-Oil,155096,39.99,6001159124092,0,200mL,,,t,0,0,0,25.6,109,,,,,,,,,,,,,,,,,,,
719,THERA BREATH ORAL RINCE ICE MINT 473ML,TheraBreath,73266,13.99,697029324172,15,473mL,,2027-09-30,t,19,4,0,7.96,109,,,,,,,,,,,,,,,,,,,
715,FIXODENT CONTROL 57G,Fixodent,875245,10.99,56100017714,4,57g,,2027-10-31,t,6,2,0,6.61,109,,,,,,,,,,,,,,,,,,,
764,VITAMIN E OIL PUR 28000IU 28ML,Holista,599209,13.99,620554002451,0,28mL,,,t,0,0,0,9.33,109,,,,,,,,,,,,,,,,,,,
827,CREST TOOTHPASTE TARTAR PROTECTION 100ML,Crest,151824,2.99,56100082194,11,100mL,,2027-06-30,t,13,2,0,1.38,109,,,,,,,,,,,,,,,,,,,
888,CREST P-H GUM DETOXIFY T/P GENTLE WHITENING 110ML,Crest,156530,10.99,56100083177,1,110mL,,,t,18,17,0,6.46,109,,,,,,,,,,,,,,,,,,,
947,TRUFORM AIRWAY - COMPRESSION ARM SLEEVE - MEDIUM - BLACK,Truform,3325BL-M,84.99,48503832537,0,1 arm sleeve,Size: Medium,,t,0,0,0,0,109,,,,,,,,,,,,,,,,,,,
1152,"OPTION+ GAUZE PADS 4""X4"" 12",Option,183735,1.99,771290034418,6,12 pads,,,t,19,13,0,1.24,109,,,,,,,,,,,,,,,,,,,
1365,LISTERINE FRESH BURST 1L,Listerine,576033,12.99,63793707501,2,1L,,2027-03-31,t,2,0,0,7.88,109,,,,,,,,,,,,,,,,,,,
1381,TOOTHBRUSH REACH CRYSTAL CLEAN SOFT,Reach,56514,2.99,840040174268,3,1 toothbrush,,,t,3,0,0,1.27,109,,,,,,,,,,,,,,,,,,,
1393,CREST 3D ORAL-B GLIDE COMFORT FLOSS 2X40 M PACK,Oral B,178730,9.99,30772080900,3,2 UNITS,This is a sample product description.,,t,3,0,0,6.19,109,,,,,,,,,,,,,,,,,,,
1390,POLIDENT DAILY CARE 96,Polident,494518,15.99,69682166008,2,96 units,,,t,4,2,0,9.57,109,,,,,,,,,,,,,,,,,,,
1364,LISTERINE COOL MINT 1L,Listerine,522599,12.99,63793707402,6,1L,,2026-11-30,t,7,1,0,7.88,109,,,,,,,,,,,,,,,,,,,
1397,TOOTHPASTE SENSODYNE PRONAMEL FRESH WAVE 110ML,Sensodyne,80697,10.99,60815031309,0,110mL,,,t,0,0,0,6.49,109,,,,,,,,,,,,,,,,,,,
1396,TOOTHPASTE SENSODYNE PRONAMEL WHITENING 110ML,Sensodyne,79897,10.99,60815031347,6,110mL,,,t,7,1,0,6.49,109,,,,,,,,,,,,,,,,,,,
1453,POLIDENT PASTE 90ML,Polident,656116,8.99,60815040219,2,90ml,,2026-12-31,t,2,0,0,5.52,109,,,,,,,,,,,,,,,,,,,
1455,ORABASE PASTE 7.5G,Convatec,56564,18.9,768455108763,0,7.5g,,,t,0,0,0,12.17,109,,,,,,,,,,,,,,,,,,,
1500,VASELINE LIP THERAPY KISSING RED 3.4G,Vaseline,173334,9.99,8886467037344,0,1 stick,,,t,0,0,0,5.94,109,,,,,,,,,,,,,,,,,,,
1454,GUM PRO-WEAVE DENTAL FLOSS WAXED 165M,GUM,167879,4.99,70942004978,2,165m,,,t,5,3,0,3,109,,,,,,,,,,,,,,,,,,,
1499,BLISTEX LIP MEDEX STICK 4.25G,Blistex,304071,4.99,41388850191,0,1 sticks,,,t,0,0,0,2.69,109,,,,,,,,,,,,,,,,,,,
1580,GUM PROXABRUSH REFILL NARROW 10,GUM,17946,6.99,70942305136,3,10 pick,,,t,5,2,0,3.81,109,,,,,,,,,,,,,,,,,,,
1619,CREST TOOTHPASTE TARTAR PROTECTION 125ML,Crest,151831,3.99,56100082224,0,125ml,Crest Toothpaste Fresh Mint,,t,0,0,0,2.02,109,,,,,,,,,,,,,,,,,,,
1622,COLG OPTIC WHITE T/P ADVANCE SPARKLING WHITE 133ML,Colgate,146724,6.99,35000972590,0,133ml,Colgate Optic White Advanced Sparkling White,,t,0,0,0,6.74,109,,,,,,,,,,,,,,,,,,,
1617,CANE ALUMINUM T HANDLE BLACK,Formedica,608257,34.99,775604005163,5,1,Adjustable Straight Cane,,t,6,1,0,18.22,109,,,,,,,,,,,,,,,,,,,
1621,CREST TOOTHPASTE SCOPE WHITENING 120ML,Crest,157022,6.99,56100082958,3,120ml,Crest Scope Toothpaste Mint Fresh,2027-09-30,t,3,0,0,4.08,109,,,,,,,,,,,,,,,,,,,
1620,CREST CMLT+ SCOPE T/P COOL PEPPERMINT 120ML,Crest,156560,6.99,56100082910,3,120ml,Crest Scope Whitening Cool Peppermint,2027-05-30,t,4,1,0,4.08,109,,,,,,,,,,,,,,,,,,,
1618,GUM FLOSSERS PROFESSIONAL CLEAN + 150,Gum,135790,7.99,70942001465,7,150,Flosser Picks,,t,10,3,0,4.68,109,,,,,,,,,,,,,,,,,,,
1689,"TRUFORM FIRM, BELOW THE KNEE, OPEN TOE STOCKINGS",Truform,0865-L,54.99,48503086558,0,1 pair,,,t,0,0,0,0,109,,,,,,,,,,,,,,,,,,,
1678,DENTAL FLOSS GUM BUTLERWEAVE WAX 21.8M,GUM,80838,2.99,70942302159,2,2,,,t,2,0,0,1.29,109,,,,,,,,,,,,,,,,,,,
1726,TOOTHBRUSH ORAL B CAVITY DEFENCE MED #40,Oral-B,55532,2.99,68305688569,15,1,,,t,28,13,0,1.42,109,,,,,,,,,,,,,,,,,,,
1722,GUM TOOTHBRUSH DAILY CLEAN SOFT,GUM,131560,4.99,70942003186,2,1,,,t,3,1,0,2.79,109,,,,,,,,,,,,,,,,,,,
1725,GUM TOOTHBRUSH KIDS 2+ MONSTERZ,GUM,104516,2.99,70942001625,3,1,,,t,5,2,0,1.28,109,,,,,,,,,,,,,,,,,,,
1813,"OTC 8'''' WRIST BRACE, RIGHT, SMALL",OTC,2083,44.99,48503208325,3,1,,,t,3,0,0,0,109,,,,,,,,,,,,,,,,,,,
1815,LEGLINE 15-20 PANTYHOSE MEDIUM,Venosan,VL234BG,59.99,613215001504,0,1,,,t,0,0,0,0,109,,,,,,,,,,,,,,,,,,,
1814,KOFFEX DM SYR 3MG/ML 250ML,Koffex,510594,10.99,58739701934,42,250 ml,,,t,45,3,0,6.25,109,,,,,,,,,,,,,,,,,,,
1846,DEX-4 GLUCOSE TAB ORANGE 10,Dex-4,505735,4.99,57565949473,0,10 tablets,,,t,0,0,0,3.02,109,,,,,,,,,,,,,,,,,,,
1869,TRUFORM UNISEX DIABETIC SOCKS MILD COMPRESSION WHITE LARGE,Truform,1912WH-L,24.99,48503491253,2,1 pair,,,t,2,0,0,0,109,,,,,,,,,,,,,,,,,,,
1871,OTC THERATEX LUMBOSACRAL SUPPORT 3L,Pro Orthopaedic Select Series,2882,79.99,48503288280,1,1 support,,,t,1,0,0,0,109,,,,,,,,,,,,,,,,,,,
1870,SENSODYNE SENSITIVE CARE TOOTHBRUSH SOFT 2PK,Sensodyne,176539,11.99,60815402116,4,2 pack,,,t,5,1,0,7.17,109,,,,,,,,,,,,,,,,,,,
1845,BUCKLEY'S MIXTURE 200ML,Buckey's,7385,16.99,65515000013,3,200 mL,,2026-08-31,t,3,0,0,10.3,109,,,,,,,,,,,,,,,,,,,
1872,OTC THERATEX LUMBOSACRAL SUPPORT 2L,Pro Orthopaedic Select Series,2882,79.99,48503288273,1,1 support,,,t,1,0,0,0,109,,,,,,,,,,,,,,,,,,,
1874,GUM TECHNIQUE DEEP SENS CARE TOOTHBRUSH ULT SOFT,GUM,777,4.99,70942125925,1,1 toothbrush,,,t,1,0,0,2.79,109,,,,,,,,,,,,,,,,,,,
1889,POLIGRIP STRONG HOLD 40G,GSK,51034,7.99,60815042930,2,40g,,2027-12-31,t,2,0,0,4.82,109,,,,,,,,,,,,,,,,,,,
1882,FANTA STRAWBERRY,Fanta,123456,1,67000013737,0,355ml,,,t,1,1,0,0,109,,,,,,,,,,,,,,,,,,,
1873,GUM TECHNIQUE DEEP CLEAN TOOTHBRUSH COMPACT SOFT,GUM,775,4.99,70942125635,9,1 toothb,,,t,14,5,0,2.79,109,,,,,,,,,,,,,,,,,,,
1888,PCP SCULPTED ORTHOPEDIC SEAT CUSHION WITH REMOVABLE COCCYX PAD,PCP,6239-BL,49.99,48503623906,3,1 cushion,,,t,6,3,0,0,109,,,,,,,,,,,,,,,,,,,
1878,LISTERINE POCKET MIST TWIN PK COOL MINT 2,listerine,63032,10.99,12547339024,8,2x 140,,,t,9,1,0,6.96,109,,,,,,,,,,,,,,,,,,,
1883,PEPSI DIET,Pepsi,12334,1,69000014257,0,355ml,,,t,1,1,0,0,109,,,,,,,,,,,,,,,,,,,
1982,GILLETTE SERIES SHAVE GEL SENSITIVE 198G,gillette,198465,6.99,47400130708,1,198g,,,t,1,0,0,4.05,110,,,,,,,,,,,,,,,,,,,
588,GILLETTE SERIES SHAVING GEL SENS SKIN TSZ 71G,Gilllette,182182,4.99,47400130920,1,70g,,,t,2,1,0,1.84,110,,,,,,,,,,,,,,,,,,,
589,GILLETTE SATIN CARE SHAVE GEL DRY SKIN 198G,Gilllette,196014,6.99,47400141506,1,198g,,,t,1,0,0,3.89,110,,,,,,,,,,,,,,,,,,,
593,NIVEA FOR MEN BALM AFTER SHAVE SENSITIVE 100ML,Nivea Men,117713,11.99,72140813062,0,100mL,,,t,0,0,0,6.93,110,,,,,,,,,,,,,,,,,,,
594,NIVEA FOR MEN BALM AFTER SHAVE REPLENISHING 100ML,Nivea,95667,11.99,72140813000,0,100g, ,,t,0,0,0,6.93,110,,,,,,,,,,,,,,,,,,,
587,GILLETTE SERIES SHAVE GEL MOISTURIZING 198G,Gilllette,197962,6.99,47400130715,4,75g,,,t,10,8,0,4.05,110,,,,,,,,,,,,,,,,,,,
725,NIVEA MEN PROTECT&CARE SHAVING GEL 198G,NIVEA MEN,115704,6.99,72140817602,0,200mL,,,t,0,0,0,4.85,110,,,,,,,,,,,,,,,,,,,
728,GILLETTE FUSION SHAVE GEL ULTRA SENSITIVE 198G,Gillette,891168,7.99,47400159051,0,198g,,,t,0,0,0,4.94,110,,,,,,,,,,,,,,,,,,,
729,BRYLCREEM TUBE KG 132ML,Brylcreem,331082,7.99,11509102003,0,132mL,,,t,0,0,0,3.99,110,,,,,,,,,,,,,,,,,,,
726,NIVEA MEN DEEP SHAVING FOAM 200ML,Nivea Men,133825,5.99,56594013209,2,200mL,,,t,2,0,0,3.7,110,,,,,,,,,,,,,,,,,,,
2058,NIVEA LOT OIL INF VANILLA & ALMOND 500ML,nivea,199736,15.99,56594013261,1,500ml,,,t,1,0,0,9.38,111,,,,,,,,,,,,,,,,,,,
1956,SUDOCREM 125G,Sudocrem,297366,10.99,624721510053,1,125g,,2027-09-30,t,1,0,0,6.4,111,,,,,,,,,,,,,,,,,,,
1946,EUCERIN AQUAPHOR SKIN PROT OINTMENT 50G,Eucerin,199748,11.99,56594001442,2,50g,,,t,2,0,0,8.53,111,,,,,,,,,,,,,,,,,,,
2059,NIVEA ALOE EXPRESS HYDRATION BODY LOT 625ML,nivea,199787,14.99,56594011939,2,625ml,,,t,2,0,0,9.38,111,,,,,,,,,,,,,,,,,,,
2201,CERAVE LOT FACIAL AM MOISTURIZING SPF30 89ML,,2527898,25.99,3606000603400,2,89mL,,2027-11-30,t,2,0,0,15.46,111,,,,,,,,,,,,,,,,,,,
1965,GOLD BOND ULTIMATE ECZEMA RELIEF CR 225ML,goldbond,76535,17.99,57990059235,1,225mL,,2027-04-30,t,1,0,0,10.92,111,,,,,,,,,,,,,,,,,,,
1654,GARNIER OMBRELLE COMPLETE LOT SPF30 TUBE 200ML,Garnier,166471,37.99,603084569441,2,200 ml,,2026-08-30,t,3,1,0,22.77,111,,,,,,,,,,,,,,,,,,,
1900,BENZAGEL WASH 5% 85ML,Benzagel,773689,9.99,851722000744,1,85ml,,2027-03-31,t,1,0,0,6.33,111,,,,,,,,,,,,,,,,,,,
1923,CHAPSTICK BLISTER CARD CHERRY 4G,chapstick,852251,2.99,62107817417,6,1,,,t,6,0,0,1.68,111,,,,,,,,,,,,,,,,,,,
1177,CERAVE LOT RENEWING SA 237ML,CeraVe,147377,22.99,3606000537248,5,237mL,,,t,13,8,0,14.11,111,,,,,,,,,,,,,,,,,,,
1924,CHAPSTICK BLISTER CARD RG 4G,chapstick,852244,2.99,62107813211,3,1,,,t,3,0,0,1.68,111,,,,,,,,,,,,,,,,,,,
1901,CERAVE CLEANSER SA 237ML,CeraVe,133540,20.99,3606000532076,6,237ml,,,t,6,0,0,12.76,111,,,,,,,,,,,,,,,,,,,
2157,CETAPHIL DAILY FACIAL MOISTURIZER SPF15 120ML,Cetaphil,607549,16.99,772618081206,3,120ml,,2028-07-28,t,3,0,0,9.75,111,,,,,,,,,,,,,,,,,,,
2044,NEUTROGENA ULTRA SHEER FACE SUNSCREEN SPF 60 88ML,Neutrogena,156284,19.99,62600380555,2,88ml,,2026-01-31,t,2,0,0,11.92,111,,,,,,,,,,,,,,,,,,,
2187,CETAPHIL OILY SKIN CLEANSER 500ML,cetaphil,606335,22.99,772618072006,1,500ml,,,t,1,0,0,13.1,111,,,,,,,,,,,,,,,,,,,
1942,VASELINE LIP THERAPY CUTIE ORIGINAL 7G,Vaseline,191888,4.99,305210206779,0,1,,2027-11-06,t,5,5,0,3.02,111,,,,,,,,,,,,,,,,,,,
806,CERAVE CLEANSER FOAMING FACE 355ML,Cerave,147362,22.99,3606000537569,8,355mL,,,t,11,3,0,12.76,111,,,,,,,,,,,,,,,,,,,
2011,CERAVE LOT MOISTURIZING 355ML,CeraVe,147366,21.99,3606000537415,13,355ml,,,t,14,1,0,14.78,111,,,,,,,,,,,,,,,,,,,
2022,NIVEA BODY CR COCOA BUTTER 439G,nivea,152570,19.99,56594011090,2,439g,,,t,2,0,0,13.46,111,,,,,,,,,,,,,,,,,,,
2023,NIVEA CARE NOURISHING CR 400ML,Nivea,119231,19.99,56594011335,3,400ml,,,t,4,1,0,13.46,111,,,,,,,,,,,,,,,,,,,
131,AVEENO ANTI ITCH LOT 118ML,aveeno,794594,15.99,381370036906,1,118ml,,2026-03-31,t,1,0,0,9.75,111,,,,,,,,,,,,,,,,,,,
133,BIO OIL 125ML,bio oil,788992,26.99,891038001011,2,125 ml,,,t,2,0,0,16.19,111,,,,,,,,,,,,,,,,,,,
134,CERAVE CLEANSER FOAMING FACIAL 562ML,cerave,145838,24.99,3606000552593,0,562 ml, ,,t,0,0,0,14.78,111,,,,,,,,,,,,,,,,,,,
138,CERAVE CLEANSER ACNE FACIAL 150ML,Cerave,165820,23.99,3606000552791,1,150 ml,,2026-12-31,t,1,0,0,14.78,111,,,,,,,,,,,,,,,,,,,
141,CETAPHIL RESTORADERM ECZEMA MOIST WASH  295ML,cetaphil,915645,17.99,772618233001,1,255, ,,t,1,0,0,10.22,111,,,,,,,,,,,,,,,,,,,
144,AQUAPHOR OINTMENT HEALING 198G,eucerin,147260,21.99,56594014053,0,190, ,,t,0,0,0,13.74,111,,,,,,,,,,,,,,,,,,,
148,DR TEALS COCONUT OIL EPSOM SALT 1.36KG,Dr.Teals,124695,13.99,811068015024,0,1.36kg / 3 lbs,,,t,0,0,0,8.39,111,,,,,,,,,,,,,,,,,,,
135,CERAVE CLEANSER HYDRATING 562ML,cerave,145837,25.99,3606000546349,7,562 ml,,,t,7,0,0,14.78,111,,,,,,,,,,,,,,,,,,,
140,CETAPHIL GENTLE CLEANSER 250ML,cetaphil,606368,14.99,772618072501,6,250, ,,t,7,1,0,8.71,111,,,,,,,,,,,,,,,,,,,
132,BIO OIL 200ML,bio oil,537407,37.99,891038001028,5,200 ml, ,,t,5,0,0,22.61,111,,,,,,,,,,,,,,,,,,,
136,CERAVE FOAM CLEANSER CR 562ML,cerave,154438,24.99,3606000569119,4,562 ml,,,t,8,3,0,14.78,111,,,,,,,,,,,,,,,,,,,
147,DR TEALS EPSOM SALTS SHEA/ALMOND 1.36KG,Dr.Teals,153231,13.99,811068017691,4,1.36kg/3 lbs,,,t,5,1,0,8.39,111,,,,,,,,,,,,,,,,,,,
149,DR TEALS EPSON SALT LAVENDER 1.36KG,Dr.Teals,76301,13.99,811068010708,2,1.36kg/3 lbs,,,t,4,2,0,8.39,111,,,,,,,,,,,,,,,,,,,
139,CETAPHIL GENTLE CLEANSER 500ML,cetaphil,606376,21.99,772618075007,1,500,,,t,3,2,0,13.1,111,,,,,,,,,,,,,,,,,,,
590,JERGENS LOTION VITAMIN E MOISTURIZER REVITAL 620ML,Jergens,139067,15.99,62400254452,0,620g, ,,t,0,0,0,8.82,111,,,,,,,,,,,,,,,,,,,
591,LIPIKAR GEL SYNDET AP+ 400ML,La ROCHE-POSAY,99423,26.99,3337875537315,0,400g,,,t,0,0,0,16.1,111,,,,,,,,,,,,,,,,,,,
592,NEUTROGENA ULTRA SHEER DRY SUN SCREEN SPF 60 88ML,Neutrogena,156288,19.99,62600380562,0,88g,,,t,0,0,0,11.92,111,,,,,,,,,,,,,,,,,,,
597,GARNIER SKIN ACTIVE SERUM VITAMIN C 30ML,Garnier,183593,22.99,3600542444149,0,30ml, ,,t,0,0,0,14.31,111,,,,,,,,,,,,,,,,,,,
598,ROCHE POSAY CICAPLAST BALM B5 100ML,Laroche-Posay,179477,29.99,3337875848121,0,100ml,,,t,0,0,0,18.15,111,,,,,,,,,,,,,,,,,,,
603,SPECTRO JEL COMBINATION SKIN 500ML,Spectro,44422,22.99,60815041599,1,500ml,,2027-10-31,t,1,0,0,13.42,111,,,,,,,,,,,,,,,,,,,
604,TENA CR BARRIER FRAGRANCE FREE 100ML,Tena,169687,10.99,768702544412,0,100ml,,,t,0,0,0,6.15,111,,,,,,,,,,,,,,,,,,,
607,DORMER 211 CR FACE SPF30 60ML,Dormer,539528,22.99,57368100293,1,60ml,,2026-01-31,t,1,0,0,12.41,111,,,,,,,,,,,,,,,,,,,
722,VITAMIN E OINT JAR 50G WEBBER,Webber,928256,11.99,65798431092,1,50g,JAR,2028-08-31,t,1,0,0,7.23,111,,,,,,,,,,,,,,,,,,,
724,NIVEA FOR MEN MOISTURIZING 24HRS 75ML,Nivea Men,695700,13.99,56594888081,0,75mL,,,t,0,0,0,8.66,111,,,,,,,,,,,,,,,,,,,
731,AUST GOLD GEL ALOE 237ML,Australian Goal,169268,10.99,54402700518,6,237mL,,,t,8,2,0,6.72,111,,,,,,,,,,,,,,,,,,,
721,VITAMIN E OINT TUB 50G WEBBER,Webber,66670,11.99,65798431078,3,50g,,2028-08-31,t,3,0,0,7.23,111,,,,,,,,,,,,,,,,,,,
753,UREMOL 20% MOISTURIZING CR 100G,Uremol,163027,16.99,776097550208,0,100g,,,t,0,0,0,10.69,111,,,,,,,,,,,,,,,,,,,
768,AVEENO BODY WASH DAILY MOISTURIZING 532ML,Aveeno,464057,15.99,62600063847,0,532mL,,,t,0,0,0,9.54,111,,,,,,,,,,,,,,,,,,,
747,DR TEALS EPSOM SALTS PINK HIMALAYAN 1.36KG,Dr.Teals,108259,13.99,811068014997,4,1.36kg / 3 lbs,,,t,4,0,0,8.39,111,,,,,,,,,,,,,,,,,,,
748,DR TEALS EPSOM SALTS FRAGRANCE FREE 1.81KG,Dr.Teals,183042,54.99,811068016243,1,1.36kg / 3 lbs,,,t,6,5,0,35.41,111,,,,,,,,,,,,,,,,,,,
1146,CETAPHIL DAILY ADVANCE ULTRA HYDRATING LOT 473ML,Cetaphil,104453,21.99,772618072280,0,473mL,,,t,0,0,0,13.1,111,,,,,,,,,,,,,,,,,,,
1155,EUCERIN COMPLETE REPAIR INT LOTION 10% UREA 250ML,Eucerin,27212,25.99,56594004580,0,250mL,,,t,0,0,0,15.8,111,,,,,,,,,,,,,,,,,,,
1157,CERAVE FACE LOTION AM MOISTURIZING SPF 30 89ML,Cerave,147376,25.99,3606000537408,2,89mL,,,t,2,0,0,15.46,111,,,,,,,,,,,,,,,,,,,
1176,CERAVE CLEANSER HYDRATING 237ML,CeraVe,191223,18.99,3606000552913,0,237ml,,,t,0,0,0,11.42,111,,,,,,,,,,,,,,,,,,,
1185,LA ROCHE POSAY ANTHELIOS MINERAL SPF50 50ML,La Roche-Posay,172717,33.99,3605970483050,0,50mL,,,t,1,1,0,26.18,111,,,,,,,,,,,,,,,,,,,
1423,BENZAGEL GEL 5% 60G,Benzagel,179523,17.99,851722000737,2,60g,Skincare medications for skin disease and acne,2027-07-30,t,2,0,0,10.58,111,,,,,,,,,,,,,,,,,,,
1424,BENZAGEL GEL 5% 30G,Benzagel,179382,9.99,851722000720,2,30g,,2027-07-30,t,2,0,0,6.02,111,,,,,,,,,,,,,,,,,,,
1456,NEUTROGENA ULTRA SHEER SP SPF30 141G,Neutrogena,146689,19.99,62600338969,0,141g,,,t,0,0,0,11.92,111,,,,,,,,,,,,,,,,,,,
1457,NEUTROGENA INVISIBLE DEFENSE SP SPF50 141G,Neutrogena,175495,21.99,62600629685,0,141g,,,t,0,0,0,13.19,111,,,,,,,,,,,,,,,,,,,
1516,AVEENO MOITURIZING CR ECZEMA CARE 166ML,Aveeno,193094,22.99,62600064363,1,166ml,,2026-07-30,t,2,1,0,11.87,111,,,,,,,,,,,,,,,,,,,
1588,AVEENO STRESS RELIEF BODY WASH 354ML,Aveeno,375451,13.99,62600060488,2,354ml,,,t,2,0,0,7.55,111,,,,,,,,,,,,,,,,,,,
1655,DEGREE ANTIPERS INVIS STK COOL COMFORT 76G,Degree,904797,8.99,45893060557,0,76g,,,t,0,0,0,5.38,111,,,,,,,,,,,,,,,,,,,
1659,SECRET ANTIPERSPIRANT BABY PD 170G,P&G,182302,9.99,30772102404,4,170g,,2026-08-31,t,4,0,0,5.92,111,,,,,,,,,,,,,,,,,,,
1657,DEGREE ANTIP INVISIBLE WOMEN ACTIVE CLEAN 48G,Degree,303,8.99,79400123473,2,48g,,,t,2,0,0,5.12,111,,,,,,,,,,,,,,,,,,,
1744,REFRESH+ SOL ARTIFICIAL TEARS 0.5% 30X0.4ML,Refresh,208777,17.99,69886054873,0,30x0.4mL,,,t,0,0,0,11.05,111,,,,,,,,,,,,,,,,,,,
1792,MENTOS CHEWY CINNAMON 37G,Mentos,170104,1.99,73390011451,0,37 grams,,,t,0,0,0,0.88,111,,,,,,,,,,,,,,,,,,,
1800,DR SCHOLL INSOLES WALKING LONGER,Dr. Scholl's,167215,24.99,888853001753,0,1 pair,,,t,0,0,0,14.99,111,,,,,,,,,,,,,,,,,,,
1801,NEUTROGENA ULTRA SHEER DRY TOUCH SPF30 147ML,Neutrogena,146703,27.99,62600338983,1,147 ml,,2027-08-30,t,1,0,0,16.8,111,,,,,,,,,,,,,,,,,,,
1803,NEUTROGENA ULTRA SHEER DRY TOUCH SPF45 88ML,Neutrogena,146687,19.99,62600338952,1,88 ml,,2026-12-31,t,1,0,0,11.92,111,,,,,,,,,,,,,,,,,,,
1891,OPTION+ SP SUNSCREEN COTINUOUS SPF30 SPORT 300ML,Option+,149787,11.99,771290030038,5,177ml,,2027-01-31,t,5,0,0,10.94,111,,,,,,,,,,,,,,,,,,,
1892,NEUTROGENA ULT SHR DRY TOUCH SPF30 88ML,Neutrogena,146690,19.99,62600338945,5,88ml,,2025-12-31,t,5,0,0,11.92,111,,,,,,,,,,,,,,,,,,,
1893,OPTION+ SUNSCREEN LOT SPORT SPF30 240ML,Option +,196826,10.99,771290037730,5,240ml,,2028-03-31,t,5,0,0,6.34,111,,,,,,,,,,,,,,,,,,,
1890,OPTION+ SP SUNSCREEN CONTINUOUS SPF30 177ML,Option+,149916,11.99,771290029971,6,177ml,,2027-01-31,t,7,1,0,6.75,111,,,,,,,,,,,,,,,,,,,
1964,NIZORAL SHP 200ML,Nizoral,194454,26.69,53076000184,3,200ml,,2027-03-31,t,4,1,0,19.89,112,,,,,,,,,,,,,,,,,,,
1939,NIZORAL SHP 60ML,Nizoral,194450,12.99,53076000214,5,60ml,,2027-03-31,t,8,3,0,8.9,112,,,,,,,,,,,,,,,,,,,
143,CLINIDERM SHP GENTLE 240ML,Cliniderm,149719,21.99,369787032407,6,240,,,t,6,0,0,12.88,112,,,,,,,,,,,,,,,,,,,
600,SEBCUR T SHP MED 120ML,Sebcur,95539,16.99,67520000026,2,120ml,,2025-10-31,t,2,0,0,12.54,112,,,,,,,,,,,,,,,,,,,
601,SEBCUR T SHP MED 240ML,Sebcur,549600,31.99,67520000170,0,240ml,,,t,0,0,0,19.93,112,,,,,,,,,,,,,,,,,,,
602,SPECTRO JEL BLEMISH PRONE FRAGRANCE FREE 200ML,Spectro,657197,9.99,60815041032,0,200ml, ,,t,0,0,0,6.34,112,,,,,,,,,,,,,,,,,,,
595,NIZORAL SHP ANTI DANDRUFF  60ML,Nizoral,143210,13.99,628467002711,1,60ml,,2026-09-30,t,2,1,0,8.9,112,,,,,,,,,,,,,,,,,,,
596,NIZORAL PSORIASIS SHP AND CONDITIONER 200ML,Nizoral,177978,33.99,628467002797,0,200ml,,2026-07-30,t,1,1,0,19.89,112,,,,,,,,,,,,,,,,,,,
695,ODAN TARDAN,Odan,4,28.99,767901723570,0,250,,,t,0,0,0,0,112,,,,,,,,,,,,,,,,,,,
723,SEBCUR SHP MED 120ML,Sebcur,95521,14.99,67520000019,0,120mL,,,t,0,0,0,9.05,112,,,,,,,,,,,,,,,,,,,
727,CUREL LOT ITCH DEFENSE 480ML,Curel,217034,16.99,62400154752,0,480mL,,,t,0,0,0,9.5,112,,,,,,,,,,,,,,,,,,,
